id,x_center,y_center
250mN303525E444875,11.799249869566166,50.41623263069349
250mN303525E444900,11.802766174819949,50.41617740490396
250mN303525E444925,11.806282472520646,50.416122071315485
250mN303525E444950,11.809798762653566,50.416066629928444
250mN303525E444975,11.813315045204005,50.4160110807432
250mN303525E445000,11.816831320157274,50.41595542376014
250mN303525E445025,11.820347587498661,50.41589965897962
250mN303525E445050,11.823863847213497,50.41584378640204
250mN303525E445075,11.827380099287076,50.41578780602777
250mN303525E445100,11.830896343704701,50.415731717857184
250mN303525E445125,11.834412580451685,50.415675521890655
250mN303525E445150,11.837928809513325,50.4156192181286
250mN303525E445175,11.841445030874942,50.415562806571344
250mN303525E445200,11.844961244521825,50.41550628721932
250mN303525E445225,11.848477450439297,50.41544966007286
250mN303525E445250,11.851993648612654,50.41539292513239
250mN303525E445275,11.85550983902722,50.41533608239829
250mN303525E445300,11.859026021668276,50.415279131870896
250mN303525E445325,11.86254219652116,50.41522207355063
250mN303525E445350,11.866058363571163,50.41516490743788
250mN303525E445375,11.869574522803594,50.41510763353303
250mN303525E445400,11.873090674203766,50.415050251836455
250mN303525E445425,11.87660681775699,50.41499276234856
250mN303525E445450,11.880122953448572,50.41493516506972
250mN303525E445475,11.883639081263823,50.414877460000326
250mN303525E445500,11.887155201188051,50.414819647140774
250mN303525E445525,11.890671313206571,50.41476172649145
250mN303525E445550,11.894187417304686,50.41470369805275
250mN303525E445575,11.89770351346772,50.41464556182505
250mN303525E445600,11.90121960168097,50.414587317808774
250mN303525E445625,11.904735681929756,50.414528966004276
250mN303525E445650,11.908251754199378,50.41447050641199
250mN303525E445675,11.91176781847516,50.41441193903229
250mN303525E445700,11.915283874742418,50.414353263865564
250mN303525E445725,11.918799922986448,50.414294480912204
250mN303525E445750,11.922315963192572,50.41423559017264
250mN303525E445775,11.925831995346114,50.41417659164726
250mN303525E445800,11.929348019432357,50.414117485336426
250mN303525E445825,11.932864035436644,50.41405827124059
250mN303525E445850,11.936380043344274,50.41399894936011
250mN303525E445875,11.93989604314056,50.41393951969542
250mN303525E445900,11.943412034810832,50.4138799822469
250mN303525E445925,11.946928018340387,50.41382033701494
250mN303525E445950,11.95044399371454,50.41376058399997
250mN303525E445975,11.953959960918619,50.41370072320239
250mN303500E444425,11.7358725719297,50.41496138787169
250mN303500E444450,11.73938884361258,50.41490810543872
250mN303500E444475,11.742905108008252,50.41485471520608
250mN303500E444500,11.74642136510201,50.41480121717415
250mN303500E444525,11.749937614879178,50.41474761134327
250mN303500E444550,11.753453857325034,50.4146938977138
250mN303500E444575,11.756970092424908,50.41464007628613
250mN303500E444600,11.76048632016408,50.4145861470606
250mN303500E444625,11.764002540527866,50.41453211003757
250mN303500E444650,11.767518753501568,50.41447796521741
250mN303500E444675,11.771034959070496,50.41442371260048
250mN303500E444700,11.774551157219944,50.41436935218718
250mN303500E444725,11.778067347935222,50.41431488397782
250mN303500E444750,11.781583531201635,50.414260307972846
250mN303500E444775,11.78509970700449,50.41420562417255
250mN303500E444800,11.78861587532909,50.41415083257733
250mN303500E444825,11.792132036160746,50.41409593318759
250mN303500E444850,11.795648189484755,50.41404092600363
250mN303500E444875,11.799164335286433,50.413985811025874
250mN303500E444900,11.802680473551082,50.41393058825469
250mN303500E444925,11.806196604264006,50.41387525769045
250mN303500E444950,11.809712727410515,50.41381981933352
250mN303500E444975,11.813228842975924,50.41376427318428
250mN303500E445000,11.81674495094553,50.41370861924308
250mN303500E445025,11.82026105130464,50.413652857510336
250mN303500E445050,11.82377714403857,50.41359698798639
250mN303500E445075,11.827293229132627,50.41354101067164
250mN303500E445100,11.83080930657212,50.41348492556647
250mN303500E445125,11.834325376342345,50.41342873267126
250mN303500E445150,11.83784143842863,50.413372431986346
250mN303500E445175,11.841357492816272,50.41331602351216
250mN303500E445200,11.844873539490589,50.41325950724905
250mN303500E445225,11.84838957843688,50.41320288319743
250mN303500E445250,11.851905609640466,50.413146151357665
250mN303500E445275,11.855421633086653,50.413089311730126
250mN303500E445300,11.858937648760751,50.4130323643152
250mN303500E445325,11.862453656648064,50.4129753091133
250mN303500E445350,11.865969656733924,50.41291814612479
250mN303500E445375,11.86948564900362,50.412860875350034
